AEGVPT CAPTA,aegvpto capta
AEGVPTO CAPTA,aegvpto capta
AEGYPTO CAPTA,aegypto capta
APRONIVS GALVS A A A F F,apronivs galvs aere avro argento flando ferivndo
APRONIVS MESSALLA A A A F F,apronivs messalla aere avro argento flando ferivndo
APRONIVS SISENNA A A A F F,apronivs sisenna aere avro argento flando ferivndo
ARMENIA RECEPTA,armenia recepta
ASIA RECEPTA,asia recepta
AVGVST TR POT,avgvstvs tribvnicia potestate
AVGVST TRIB POTEST,avgvstvs tribvnicia potestate
AVGVSTO OB C S,avgvsto ob cives servatos
AVGVSTVS COS XI,avgvstvs consvl ⅩⅠ
AVGVSTVS S C,avgvstvs senatvs consvlto
AVGVSTVS TR POT,avgvstvs tribvnicia potestate
AVGVSTVS TR POT VII,avgvstvs tribvnicia potestate Ⅶ
AVGVSTVS TR POT VIII,avgvstvs tribvnicia potestate Ⅷ
C ANTIST REGIN FOE DVS P R QVM GABINIS,caivs antistivs
C ANTIST VETVS FOED P R CVM GABINIS,caivs antistivs
C ANTIST VETVS FOR DVS P R QVM GABINIS,caivs antistivs
C CAES AVGVS F,caivs caesar avgvsti filivs
C CASSIVS C F CELER IIIVIR A A A F F,caivs antistivs caii filivs celer trivmvir aere avro argento flando ferivndo
C CENSORINVS L F AVG IIIVIR A A A F F,caivs censorinvs lvcii filivs avgvstvs trivmvir aere avro argento flando ferivndo
C GALLIVS C F LVPERCVS IIIVIR A A A F F,caivs antistivs caii filivs lvpercvs trivmvir aere avro argento flando ferivndo
C MARCI L F CENSORIN AVG IIIVIR A A A F F,caivs marcivs lvcii filivs censorinvs avgvstvs trivmvir aere avro argento flando ferivndo
C NAEVIVS CAPELLA,caivs naevivs capella
C PLOTIVS RVFVS IIIVIR A A A F F,caivs plotivs rvfvs trivmvir aere avro argento flando ferivndo
C RVBELLIVS BLANDVS,caivs rvbellivs blandvs
C SVLPIC PLATORIN,caivs svlpicivs platorinvs
C SVLPICIVS PLATORIN,caivs svlpicivs platorinvs
CAESAR AVG TR POTEST,caesar avgvstvs tribvnicia potestate
CAESAR AVG TRIB POT,caesar avgvstvs tribvnicia potestate
CAESAR AVG TRIB POTEST,caesar avgvstvs tribvnicia potestate
CAESAR AVG TRIBVN POTES,caesar avgvstvs tribvnicia potestate
CAESAR AVG TRIBVN POTEST,caesar avgvstvs tribvnicia potestate
CAESAR AVG TRIBVNI POTES,caesar avgvstvs tribvnicia potestate
CAESAR AVG TRIBVNIC POTEST,caesar avgvstvs tribvnicia potestate
CAESAR AVGV TRIB POTEST,caesar avgvstvs tribvnicia potestate
