AEQVITAS AVGSTI S C,aeqvitas avgvsti senatvs consvlto
AEQVITAS AVGVS S C,aeqvitas avgvsti senatvs consvlto
AEQVITAS AVGVST S C,aeqvitas avgvsti senatvs consvlto
AEQVITAS AVGVSTI S C,aeqvitas avgvsti senatvs consvlto
AETERNIT AVG S C,aeternitas avgvsti senatvs consvlto
AETERNIT AVGVST S C,avgvsti senatvs consvlto
AETERNIT AVGVSTI S C,avgvsti senatvs consvlto
AETERNITAS AVGVST S C,avgvsti senatvs consvlto
AETERNITAS AVGVSTI S C,avgvsti senatvs consvlto
AETERNITAS P R S C,aeternitas popvli romani senatvs consvlto
AETERNITATI AVGVST S C,aeternitati popvli romani senatvs consvlto
AETERNITATI AVGVSTI S C,aeternitati popvli romani senatvs consvlto
AGRIPPINA M F GERMANICI CAESARIS,agrippina marci filia germanici caesaris
ANNONA AVG,annona avgvsti
ANNONA AVG S C,annona avgvsti senatvs consvlto
ANNONA AVGVST S C,annona avgvsti senatvs consvlto
ANNONA AVGVSTI S C,annona avgvsti senatvs consvlto
ANTIOCHIA,antiochia
AVG,avgvstvs
AVG GERM,avgvstvs germanicvs
AVGVR PON MAX,avgvr pontifex maximvs
AVGVR TRI POT,avgvr tribvnicia potestate
AVGVSTI VICTORIA S C,avgvsti victoria senatvs consvlto
BONVS EVENTVS AVGVSTI,bonvs eventvs avgvsti
CAES AVG F,caesar avgvsti filivs
CAESAR AVG F DOMITIAN COS II,caesar avgvsti filivs domitianvs consvl Ⅱ
CAESAR AVG F DOMITIAN COS III,caesar avgvsti filivs domitianvs consvl Ⅲ
CAESAR AVG F DOMITIAN COS IV,caesar avgvsti filivs domitianvs consvl Ⅳ
CAESAR AVG F DOMITIAN COS V,caesar avgvsti filivs domitianvs consvl Ⅴ
CAESAR AVG F DOMITIAN COS VI,caesar avgvsti filivs domitianvs consvl Ⅵ
CAESAR AVG F DOMITIANVS,caesar avgvsti filivs domitianvs
CAESAR AVG F DOMITIANVS COS DES II,caesar avgvsti filivs domitianvs consvl designatvs Ⅱ
CAESAR AVG F DOMITIANVS COS II,caesar avgvsti filivs domitianvs consvl Ⅱ
CAESAR AVG F DOMITIANVS COS IIII,caesar avgvsti filivs domitianvs consvl Ⅳ
CAESAR AVG F DOMITIANVS COS V,caesar avgvsti filivs domitianvs consvl Ⅴ
CAESAR AVG F DOMITIANVS COS VI,caesar avgvsti filivs domitianvs consvl Ⅵ
CAESAR AVG F DOMITIANVS COS VII,caesar avgvsti filivs domitianvs consvl Ⅶ
CAESAR AVG FIL DOMITIANVS COS V,caesar avgvsti filivs domitianvs consvl Ⅴ
CAESAR AVGVSTI F,caesar avgvsti filivs
CENS P P P,censor perpetvvs pater patriae
CENS PER P P,censor perpetvvs pater patriae
CERES AVG S C,ceres avgvsta senatvs consvlto
CERES AVGVST,ceres avgvsta
CERES AVGVST S C,ceres avgvsta senatvs consvlto
CERES AVGVSTA S C,ceres avgvsta senatvs consvlto
CONCOR AVG S C,concordia avgvsti senatvs consvlto
CONCORD AVGVST S C,concordia avgvsti senatvs consvlto
CONCORDIA AVG,concordia avgvsti
CONCORDIA AVG S C,concordia avgvsti senatvs consvlto
CONCORDIA AVGVST,concordia avgvsti
CONCORDIA AVGVST S C,concordia avgvsti senatvs consvlto
CONCORDIA AVGVSTA,concordia avgvsta
CONCORDIA AVGVSTI,concordia avgvsti
CONCORDIA AVGVSTI S C,concordia avgvsti senatvs consvlto
CONCORDIA SENATVI S C,concordia avgvsti senatvs consvlto
COS III TR POT,consvl Ⅲ tribvnicia potestate
COS ITER,consvl itervm
HONOS ET VIRTVS S C,honos et virtvs senatvs consvlto
IMP,imperator
IMP CAES,imperator caesar
IMP T CAESAR,imperator titvs caesar
IMP T CAESAR COS III,imperator titvs caesar consvl Ⅲ
IMP T CAESAR DIVI VESPAS F AVG,imperator titvs caesar divi vespasiani filivs avgvstvs
IMP T CAESAR VESPASIANVS,imperator titvs caesar vespasianvs
IMP T CAESAR VESPASIANVS AVG,imperator titvs caesar vespasianvs avgvstvs
IMP VIII,imperator Ⅷ
IMPER,imperator
IMPERATOR CAESAR S C,imperator caesar senatvs consvlto
IOVI CONSERV S C,iovi conservatori senatvs consvlto
IOVI CONSERVAT S C,iovi conservatori senatvs consvlto
IOVI CONSERVATORI S C,iovi conservatori senatvs consvlto
IOVI VICTORI S C,iovi victori senatvs consvlto
IOVIS CVSTOS,iovis cvstos
IVD CAP S C,ivdaea capta senatvs consvlto
IVD CAPT S C,ivdaea capta senatvs consvlto
IVDAEA CAPTA,ivdaea capta
IVDAEA CAPTA S C,ivdaea capta senatvs consvlto
IVDAEA DEVICTA,ivdaea devicta
IVDEA CAPTA S C,ivdaea capta senatvs consvlto
IVLIA AVGVSTA DIVI TITI F,ivlia avgvsta titi avgvsti filia
IVLIA AVGVSTA T AVG F,ivlia avgvsta titi avgvsti filia
IVLIA AVGVSTA TITI AVGVSTI F,ivlia avgvsta titi avgvsti filia
IVLIA IMP T AVG F AVGVSTA,ivlia imperatoris titi avgvsti filia avgvsta
IVPPITER CONSERV S C,ivppiter conservator senatvs consvlto
IVPPITER CONSERVATOR,ivppiter conservator
IVPPITER CVSTOS S C,ivppiter cvstos senatvs consvlto
LIBERTAS AVG,libertas avgvsti
LIBERTAS AVGVSTA,libertas avgvsta
LIBERTAS AVGVSTI S C,libertas avgvsti senatvs consvlto
LIBERTAS PVBLICA,libertas pvblica
LIBERTAS PVBLICA S C,libertas pvblica senatvs consvlto
LIBERTAS RESTITVTA S C,libertas restitvta senatvs consvlto
M AGRIPPA L F COS III,marcvs agrippa lvcii filivs consvl Ⅲ
MARS CONSERV,mars conservator
MARS VICTOR S C,mars victor senatvs consvlto
MARS VLTOR,mars vltor
MEMORIAE DOMITILLAE S P Q R,memoriae domitillae senatvs popvlvs+qve romanvs
MONETA AVGVST S C,moneta avgvsti senatvs consvlto
MONETA AVGVSTI S C,moneta avgvsti senatvs consvlto
OB CIVES SERVATOS,ob cives servatos
PACI AVGVST S C,paci avgvsti senatvs consvlto
