IMP CAES VESP AVG P TRI P COS,
IMP CAES VESPAS AVG P TRI P II COS II,
ROM ET AVG G,
CAE DVM ET TI CAES IMP VESPAS,caesar domitianvs et titvs caesar imperator vespasianvs
CAESAR AVG F COS CAESAR AVG F PR,
CAESAR AVG F COS CAESAR AVG F PR S C,
COS XVII CENS P P P G,
EX,
GERMANICVS CAES TI AVG F DIVI AVG N,
GERMANICVS CAESAR TI AVG F DIVI AVG N,
IMP T CAES AVG REST S C  PROVIDENT,
IMPERATOR T CAESAR AVGVSTI E,imperator titvs caesar avgvsti filivs
IMPERATOR T CAESAR AVGVSTI F,imperator titvs caesar avgvsti filivs
ION MAX TR P COS V,
T ELAVI VESPASIANVS CAESAR,titvs flavivs vespasianvs caesar
